date,close,volume
,A200.AX,A200.AX
2025-03-07,131.34475708007812,253466
2025-03-10,131.65037536621094,72967
2025-03-11,130.5166473388672,157870
2025-03-12,128.7815399169922,189944
2025-03-13,128.2787628173828,109947
2025-03-14,128.85055541992188,59233
2025-03-17,129.9547119140625,58006
2025-03-18,130.12229919433594,107723
2025-03-19,129.6096649169922,52645
2025-03-20,131.11801147460938,93015
2025-03-21,131.22645568847656,51631
2025-03-24,131.37432861328125,77945
2025-03-25,131.5320587158203,68547
2025-03-26,132.53762817382812,67233
2025-03-27,132.02499389648438,61916
2025-03-28,132.14329528808594,122171
2025-03-31,129.96456909179688,79934
2025-04-01,131.26841735839844,63208
2025-04-02,131.40737915039062,94070
2025-04-03,130.21636962890625,125812
2025-04-04,127.05028533935547,153476
2025-04-07,121.76025390625,409480
2025-04-08,124.50948333740234,310952
2025-04-09,122.31604766845703,187978
2025-04-10,127.8244400024414,174138
2025-04-11,126.77239227294922,138293
2025-04-14,128.41001892089844,120210
2025-04-15,128.66807556152344,109410
2025-04-16,128.55889892578125,63720
2025-04-17,129.52162170410156,50003
2025-04-22,129.5513916015625,87947
2025-04-23,131.2485809326172,54364
2025-04-24,132.05250549316406,56180
2025-04-28,132.5884552001953,81969
2025-04-29,133.7496795654297,70020
2025-04-30,134.3551025390625,74395
2025-05-01,135.03001403808594,46194
2025-05-02,136.6378631591797,57191
2025-05-05,135.19874572753906,94077
2025-05-06,135.1193389892578,62119
2025-05-07,135.54612731933594,60322
2025-05-08,135.90341186523438,83044
2025-05-09,136.5584716796875,51987
2025-05-12,136.72718811035156,135776
2025-05-13,137.49142456054688,66496
2025-05-14,137.6105194091797,70249
2025-05-15,137.95790100097656,47967
2025-05-16,138.69235229492188,123196
2025-05-19,137.99758911132812,74934
2025-05-20,138.831298828125,75272
2025-05-21,139.54591369628906,60066
2025-05-22,138.89085388183594,84821
2025-05-23,139.14889526367188,108448
2025-05-26,139.12904357910156,44472
2025-05-27,139.90321350097656,73160
2025-05-28,139.70469665527344,64979
2025-05-29,139.95281982421875,44915
2025-05-30,140.3994598388672,93721
2025-06-02,140.00245666503906,62492
2025-06-03,140.91555786132812,72690
2025-06-04,142.13633728027344,75341
2025-06-05,142.13633728027344,67783
2025-06-06,141.78895568847656,30051
2025-06-10,142.87078857421875,112506
2025-06-11,143.01966857910156,176672
2025-06-12,142.49363708496094,155540
2025-06-13,142.24551391601562,109480
2025-06-16,142.23558044433594,49128
2025-06-17,142.11648559570312,122119
2025-06-18,142.02716064453125,72566
2025-06-19,141.93783569335938,69829
2025-06-20,141.55075073242188,48926
2025-06-23,141.03466796875,68501
2025-06-24,142.50357055664062,74936
2025-06-25,142.51348876953125,54544
2025-06-26,142.39439392089844,120064
2025-06-27,142.03707885742188,75824
2025-06-30,142.41424560546875,106802
2025-07-01,142.4199981689453,113442
2025-07-02,143.2899932861328,76642
2025-07-03,143.24000549316406,64970
2025-07-04,143.27000427246094,110038
2025-07-07,143.13999938964844,86571
2025-07-08,143.02000427246094,160819
2025-07-09,142.30999755859375,136189
2025-07-10,143.13999938964844,84389
2025-07-11,142.9499969482422,72850
2025-07-14,142.86000061035156,67602
2025-07-15,143.8699951171875,70547
2025-07-16,142.66000366210938,102498
2025-07-17,143.91000366210938,64433
2025-07-18,145.97000122070312,155259
2025-07-21,144.39999389648438,115043
2025-07-22,144.49000549316406,145232
2025-07-23,145.60000610351562,108726
2025-07-24,145.1199951171875,95681
2025-07-25,144.3300018310547,107110
2025-07-28,144.88999938964844,57007
2025-07-29,144.9499969482422,68396
2025-07-30,145.8800048828125,69691
2025-07-31,145.6300048828125,59625
2025-08-01,144.30999755859375,82862
2025-08-04,144.27999877929688,63492
2025-08-05,146.14999389648438,121187
2025-08-06,147.2899932861328,80597
2025-08-07,147.00999450683594,74545
2025-08-08,146.6999969482422,104351
2025-08-11,147.27000427246094,67044
2025-08-12,147.99000549316406,71605
2025-08-13,147.00999450683594,234789
2025-08-14,147.82000732421875,68860
2025-08-15,148.97999572753906,111476
2025-08-18,149.27999877929688,122771
2025-08-19,148.36000061035156,100224
2025-08-20,148.94000244140625,196480
2025-08-21,150.75999450683594,102122
2025-08-22,149.9600067138672,152936
2025-08-25,150.0800018310547,96737
2025-08-26,149.39999389648438,102710
2025-08-27,149.85000610351562,113173
