date,close,volume
,ABY.AX,ABY.AX
2025-03-07,0.8299999833106995,53351
2025-03-10,0.8199999928474426,13846
2025-03-11,0.8199999928474426,16368
2025-03-12,0.7549999952316284,109440
2025-03-13,0.7699999809265137,52108
2025-03-14,0.7599999904632568,22975
2025-03-17,0.7699999809265137,847
2025-03-18,0.7950000166893005,10125
2025-03-19,0.7599999904632568,43282
2025-03-20,0.7799999713897705,5160
2025-03-21,0.7400000095367432,132931
2025-03-24,0.7400000095367432,0
2025-03-25,0.7799999713897705,6230
2025-03-26,0.7699999809265137,5279
2025-03-27,0.7350000143051147,163866
2025-03-28,0.7300000190734863,76682
2025-03-31,0.7400000095367432,18284
2025-04-01,0.7549999952316284,2034
2025-04-02,0.75,1347
2025-04-03,0.7250000238418579,83320
2025-04-04,0.699999988079071,37907
2025-04-07,0.6549999713897705,74580
2025-04-08,0.7049999833106995,12477
2025-04-09,0.699999988079071,12519
2025-04-10,0.699999988079071,14536
2025-04-11,0.7400000095367432,8032
2025-04-14,0.7099999785423279,2126
2025-04-15,0.699999988079071,894
2025-04-16,0.7049999833106995,15805
2025-04-17,0.7200000286102295,14922
2025-04-22,0.7149999737739563,14016
2025-04-23,0.7300000190734863,15398
2025-04-24,0.7049999833106995,17223
2025-04-28,0.7250000238418579,24493
2025-04-29,0.699999988079071,21851
2025-04-30,0.7200000286102295,39377
2025-05-01,0.7250000238418579,601
2025-05-02,0.7250000238418579,22159
2025-05-05,0.7300000190734863,3367
2025-05-06,0.7300000190734863,54859
2025-05-07,0.7250000238418579,2288
2025-05-08,0.7300000190734863,44826
2025-05-09,0.7350000143051147,8860
2025-05-12,0.7200000286102295,20990
2025-05-13,0.7300000190734863,22516
2025-05-14,0.7300000190734863,22402
2025-05-15,0.7200000286102295,90716
2025-05-16,0.7200000286102295,8687
2025-05-19,0.7400000095367432,27148
2025-05-20,0.7300000190734863,13122
2025-05-21,0.7149999737739563,34755
2025-05-22,0.7149999737739563,13191
2025-05-23,0.7200000286102295,691
2025-05-26,0.7149999737739563,5334
2025-05-27,0.7149999737739563,31337
2025-05-28,0.7200000286102295,5760
2025-05-29,0.7099999785423279,27359
2025-05-30,0.7049999833106995,30952
2025-06-02,0.7350000143051147,45663
2025-06-03,0.7149999737739563,32997
2025-06-04,0.7099999785423279,6451
2025-06-05,0.7200000286102295,9093
2025-06-06,0.699999988079071,9351
2025-06-10,0.699999988079071,9205
2025-06-11,0.6549999713897705,23798
2025-06-12,0.6800000071525574,47274
2025-06-13,0.6650000214576721,19917
2025-06-16,0.6549999713897705,31075
2025-06-17,0.6549999713897705,14675
2025-06-18,0.6499999761581421,28921
2025-06-19,0.6200000047683716,2046377
2025-06-20,0.625,208132
2025-06-23,0.6299999952316284,26952
2025-06-24,0.6349999904632568,52576
2025-06-25,0.6499999761581421,29449
2025-06-26,0.6399999856948853,65660
2025-06-27,0.6399999856948853,47145
2025-06-30,0.6650000214576721,154810
2025-07-01,0.6850000023841858,18072
2025-07-02,0.7250000238418579,60601
2025-07-03,0.7250000238418579,27352
2025-07-04,0.7350000143051147,75466
2025-07-07,0.7200000286102295,26067
2025-07-08,0.7250000238418579,8871
2025-07-09,0.7099999785423279,2910
2025-07-10,0.7250000238418579,7651
2025-07-11,0.7250000238418579,31234
2025-07-14,0.7350000143051147,100488
2025-07-15,0.75,40803
2025-07-16,0.7350000143051147,17074
2025-07-17,0.7350000143051147,130944
2025-07-18,0.7549999952316284,45535
2025-07-21,0.7599999904632568,17874
2025-07-22,0.7649999856948853,37145
2025-07-23,0.7799999713897705,52834
2025-07-24,0.7649999856948853,55520
2025-07-25,0.7799999713897705,13394
2025-07-28,0.7699999809265137,3521
2025-07-29,0.7749999761581421,15936
2025-07-30,0.7850000262260437,22491
2025-07-31,0.7950000166893005,91098
2025-08-01,0.800000011920929,34747
2025-08-04,0.7900000214576721,10999
2025-08-05,0.800000011920929,4640
2025-08-06,0.8199999928474426,9028
2025-08-07,0.8100000023841858,15640
2025-08-08,0.8050000071525574,10439
2025-08-11,0.800000011920929,20903
2025-08-12,0.800000011920929,17689
2025-08-13,0.800000011920929,4595
2025-08-14,0.8149999976158142,1914
2025-08-15,0.800000011920929,25955
2025-08-18,0.824999988079071,24435
2025-08-19,0.8199999928474426,7263
2025-08-20,0.824999988079071,92666
2025-08-21,0.8500000238418579,111625
2025-08-22,0.8999999761581421,191121
2025-08-25,1.0,495564
2025-08-26,1.149999976158142,405376
2025-08-27,1.0299999713897705,417206
