date,close,volume
,BBUS.AX,BBUS.AX
2025-03-07,4.75,780070
2025-03-10,4.78000020980835,617697
2025-03-11,4.989999771118164,3334768
2025-03-12,5.070000171661377,1012445
2025-03-13,5.090000152587891,730467
2025-03-14,5.099999904632568,626640
2025-03-17,5.03000020980835,378197
2025-03-18,4.920000076293945,702813
2025-03-19,5.0,344183
2025-03-20,4.840000152587891,403098
2025-03-21,4.940000057220459,295374
2025-03-24,4.840000152587891,379168
2025-03-25,4.730000019073486,517049
2025-03-26,4.690000057220459,503539
2025-03-27,4.804999828338623,404262
2025-03-28,4.860000133514404,186374
2025-03-31,5.190000057220459,621990
2025-04-01,5.090000152587891,224776
2025-04-02,5.019999980926514,310597
2025-04-03,5.25,1184544
2025-04-04,5.610000133514404,847148
2025-04-07,6.619999885559082,2917393
2025-04-08,5.860000133514404,2430133
2025-04-09,6.489999771118164,1838004
2025-04-10,4.900000095367432,2683544
2025-04-11,5.099999904632568,1676401
2025-04-14,4.949999809265137,711168
2025-04-15,4.96999979019165,1376446
2025-04-16,5.150000095367432,403474
2025-04-17,5.139999866485596,464494
2025-04-22,5.420000076293945,551841
2025-04-23,4.960000038146973,631758
2025-04-24,5.010000228881836,770677
2025-04-28,4.670000076293945,719566
2025-04-29,4.610000133514404,484238
2025-04-30,4.590000152587891,798363
2025-05-01,4.429999828338623,571334
2025-05-02,4.400000095367432,696700
2025-05-05,4.380000114440918,1039112
2025-05-06,4.429999828338623,567450
2025-05-07,4.420000076293945,939449
2025-05-08,4.349999904632568,478375
2025-05-09,4.349999904632568,300759
2025-05-12,4.199999809265137,1002774
2025-05-13,4.050000190734863,1266573
2025-05-14,3.940000057220459,924780
2025-05-15,3.9800000190734863,381412
2025-05-16,3.9100000858306885,512659
2025-05-19,3.930000066757202,1416359
2025-05-20,3.869999885559082,658150
2025-05-21,3.9200000762939453,495704
2025-05-22,4.010000228881836,804438
2025-05-23,4.039999961853027,360916
2025-05-26,4.0,583810
2025-05-27,3.990000009536743,359401
2025-05-28,3.9200000762939453,267282
2025-05-29,3.819999933242798,687434
2025-05-30,3.930000066757202,458568
2025-06-02,4.0,640288
2025-06-03,3.9200000762939453,135860
2025-06-04,3.8299999237060547,273392
2025-06-05,3.8499999046325684,97838
2025-06-06,3.859999895095825,365364
2025-06-10,3.799999952316284,581932
2025-06-11,3.7699999809265137,285161
2025-06-12,3.799999952316284,473568
2025-06-13,3.869999885559082,1496642
2025-06-16,3.809999942779541,611182
2025-06-17,3.7899999618530273,793862
2025-06-18,3.819999933242798,293266
2025-06-19,3.880000114440918,385175
2025-06-20,3.8499999046325684,457192
2025-06-23,3.869999885559082,669569
2025-06-24,3.690000057220459,4351963
2025-06-25,3.6500000953674316,726246
2025-06-26,3.6500000953674316,543958
2025-06-27,3.5799999237060547,692410
2025-06-30,3.5,1151914
2025-07-01,3.5199999809265137,261775
2025-07-02,3.490000009536743,501659
2025-07-03,3.4700000286102295,340914
2025-07-04,3.440000057220459,325078
2025-07-07,3.4600000381469727,365361
2025-07-08,3.4700000286102295,461166
2025-07-09,3.490000009536743,471232
2025-07-10,3.450000047683716,230785
2025-07-11,3.450000047683716,868034
2025-07-14,3.5,102557
2025-07-15,3.4000000953674316,416802
2025-07-16,3.4800000190734863,460693
2025-07-17,3.430000066757202,420722
2025-07-18,3.369999885559082,255556
2025-07-21,3.380000114440918,129144
2025-07-22,3.390000104904175,76248
2025-07-23,3.369999885559082,146766
2025-07-24,3.319999933242798,230191
2025-07-25,3.309999942779541,483227
2025-07-28,3.25,452141
2025-07-29,3.2799999713897705,77533
2025-07-30,3.2899999618530273,282762
2025-07-31,3.25,394724
2025-08-01,3.380000114440918,624137
2025-08-04,3.4700000286102295,493891
2025-08-05,3.359999895095825,498698
2025-08-06,3.380000114440918,617841
2025-08-07,3.3299999237060547,126433
2025-08-08,3.359999895095825,131431
2025-08-11,3.2899999618530273,329704
2025-08-12,3.319999933242798,166729
2025-08-13,3.2300000190734863,340806
2025-08-14,3.2200000286102295,208610
2025-08-15,3.180000066757202,1218058
2025-08-18,3.200000047683716,265736
2025-08-19,3.240000009536743,90589
2025-08-20,3.2899999618530273,448961
2025-08-21,3.2899999618530273,183396
2025-08-22,3.319999933242798,324840
2025-08-25,3.200000047683716,351720
2025-08-26,3.240000009536743,148660
2025-08-27,3.200000047683716,204394
