alias,ticker
FIRETRAIL AUST SMALL COMPANIES FUND - ACTIVE ETF,FSML
FIRETRAIL AUST SMALL COMPANIES-ACTIVE,FSML
FSML,FSML
FINTECH CHAIN,FTC
FINTECH CHAIN LTD,FTC
FTC,FTC
FTEC,FTEC
GLOBAL X FINTECH & BLOCKCHAIN ETF,FTEC
GLOBAL X FINTECH AND BLOCKCHAIN,FTEC
FORTIFAI,FTI
FORTIFAI LTD,FTI
FTI,FTI
FIRETAIL RESOURCES,FTL
FIRETAIL RESOURCES LTD,FTL
FTL,FTL
BETASHARES GLOBAL ENERGY COMP CURRENCY HEDGED,FUEL
BETASHARES GLOBAL ENERGY COMP CURRENCY HEDGED ETF,FUEL
FUEL,FUEL
FUL,FUL
FULCRUM LITHIUM,FUL
FULCRUM LITHIUM LTD,FUL
FUTR,FUTR
JANUS HENDERSON GLOBAL SUSTAINABLE EQ ACTIVE,FUTR
JANUS HENDERSON GLOBAL SUSTAINABLE EQ ACTIVE ETF,FUTR
FLEETWOOD,FWD
FLEETWOOD LTD,FWD
FWD,FWD
FELIX GOLD,FXG
FELIX GOLD LTD,FXG
FXG,FXG
FITZROY RIVER,FZR
FITZROY RIVER CORPORATION LTD,FZR
FZR,FZR
G,G11
G11,G11
G11 RESOURCES,G11
G11 RESOURCES LTD,G11
BETASHARES WEALTHBUILDER AUS200 GEARED COMPLEX,G200
BETASHARES WEALTHBUILDER AUS200 GEARED COMPLEX ETF,G200
G,G200
G200,G200
G,G50
G50,G50
G50 CORP LTD,G50
6 METALS,G6M
G6M,G6M
GM,G6M
GROUP 6 METALS LTD,G6M
G,G88
G88,G88
GOLDEN MILE RESOURCES,G88
GOLDEN MILE RESOURCES LTD,G88
GAL,GAL
GALILEO MINING,GAL
GALILEO MINING LTD,GAL
BETASHARES VIDEO GAMES AND ESPORTS,GAME
BETASHARES VIDEO GAMES AND ESPORTS ETF,GAME
GAME,GAME
GALE PACIFIC,GAP
GALE PACIFIC LTD,GAP
GAP,GAP
GARP,GARP
GLOBAL X S AND P WORLD EX AUSTRALIA GARP,GARP
GLOBAL X S&P WORLD EX AUSTRALIA GARP ETF,GARP
GAS,GAS
STATE GAS,GAS
STATE GAS LTD,GAS
GBE,GBE
GLOBE METALS & MINING LTD,GBE
GLOBE METALS AND MINING,GBE
BETASHARES GLOBAL GREEN BOND CURRENCY HEDGED,GBND
BETASHARES GLOBAL GREEN BOND CURRENCY HEDGED ETF,GBND
GBND,GBND
GBR,GBR
GREAT BOULDER RESOURCES,GBR
GREAT BOULDER RESOURCES LTD,GBR
GBM RESOURCES,GBZ
GBM RESOURCES LTD,GBZ
GBZ,GBZ
GC,GC1
GC1,GC1
GLENNON SMALL COMPANIES,GC1
GLENNON SMALL COMPANIES LTD,GC1
GCAP,GCAP
VANECK BENTHAM GBL CAPITAL SECURITIES ACTIVE,GCAP
VANECK BENTHAM GBL CAPITAL SECURITIES ACTIVE ETF,GCAP
GCI,GCI
GRYPHON CAPITAL INCOME,GCI
GRYPHON CAPITAL INCOME TRUST,GCI
GCM,GCM
GREEN CRITICAL MINERALS,GCM
GREEN CRITICAL MINERALS LTD,GCM
GCQ GLOBAL EQUITIES COMPLEX,GCQF
GCQ GLOBAL EQUITIES COMPLEX ETF,GCQF
GCQF,GCQF
GCR,GCR
GOLDEN CROSS RESOURCES,GCR
GOLDEN CROSS RESOURCES LTD,GCR
GARDA PROPERTY,GDF
GARDA PROPERTY GROUP,GDF
GDF,GDF
GDG,GDG
GENERATION DEVELOPMENT,GDG
GENERATION DEVELOPMENT GROUP LTD,GDG
GDI,GDI
GDI PROPERTY,GDI
GDI PROPERTY GROUP,GDI
GDM,GDM
GREAT DIVIDE MINING,GDM
GREAT DIVIDE MINING LTD,GDM
GDX,GDX
VANECK GOLD MINERS,GDX
VANECK GOLD MINERS ETF,GDX
BETASHARES GEARED AUSTRALIAN EQUITIES COMPLEX,GEAR
BETASHARES GEARED AUSTRALIAN EQUITIES COMPLEX ETF,GEAR
GEAR,GEAR
GED,GED
GOLDEN DEEPS,GED
GOLDEN DEEPS LTD,GED
G8 EDUCATION,GEM
G8 EDUCATION LTD,GEM
GEM,GEM
GEN,GEN
GENMIN,GEN
GENMIN LTD,GEN
GENESIS RESOURCES,GES
GENESIS RESOURCES LTD,GES
GES,GES
GFL,GFL
GLOBAL MASTERS,GFL
GLOBAL MASTERS FUND LTD,GFL
GG,GG8
GG8,GG8
GORILLA GOLD MINES,GG8
GORILLA GOLD MINES LTD,GG8
BETASHARES GEARED LONG AUS GOV BOND COMPLEX,GGAB
BETASHARES GEARED LONG AUS GOV BOND COMPLEX ETF,GGAB
GGAB,GGAB
GGE,GGE
GRAND GULF ENERGY,GGE
GRAND GULF ENERGY LTD,GGE
BETASHARES GEARED LONG US TR BOND CH COMPLEX,GGFD
BETASHARES GEARED LONG US TR BOND CH COMPLEX ETF,GGFD
GGFD,GGFD
BETASHARES US TREASURY BOND 20 YR CCY HEDGED,GGOV
BETASHARES US TREASURY BOND 20+ YR CCY HEDGED ETF,GGOV
GGOV,GGOV
GGP,GGP
GREATLAND RESOURCES,GGP
GREATLAND RESOURCES LIMITED,GGP
BETASHARES GEARED US EQTY CCY HEDGED COMPLEX,GGUS
BETASHARES GEARED US EQTY CCY HEDGED COMPLEX ETF,GGUS
GGUS,GGUS
GAS2GRID,GGX
GAS2GRID LTD,GGX
GGX,GGX
BETASHARES WEALTHBUILDER ALL GR GEARED COMPLEX,GHHF
BETASHARES WEALTHBUILDER ALL GR GEARED COMPLEX ETF,GHHF
GHHF,GHHF
GHLD,GHLD
GLOBAL X GOLD BULLION (CURRENCY HEDGED) ETF,GHLD
GLOBAL X GOLD BULLION CURRENCY HEDGED,GHLD
GHM,GHM
GOLDEN HORSE MINERALS,GHM
GOLDEN HORSE MINERALS LTD,GHM
GHY,GHY
GOLD HYDROGEN,GHY
GOLD HYDROGEN LTD,GHY
GIB,GIB
GIBB RIVER DIAMONDS,GIB
GIBB RIVER DIAMONDS LTD,GIB
GIVE,GIVE
PERPETUAL ESG AUSTRALIAN SHARE ACTIVE,GIVE
PERPETUAL ESG AUSTRALIAN SHARE ACTIVE ETF,GIVE
GL,GL1
GL1,GL1
GLOBAL LITHIUM RESOURCES,GL1
GLOBAL LITHIUM RESOURCES LTD,GL1
GLA,GLA
GLADIATOR RESOURCES,GLA
GLADIATOR RESOURCES LTD,GLA
GLB,GLB
GLOBE INTERNATIONAL,GLB
GLOBE INTERNATIONAL LTD,GLB
GLDN,GLDN
ISHARES PHYSICAL GOLD,GLDN
ISHARES PHYSICAL GOLD ETF,GLDN
GLE,GLE
GLG,GLE
GLG CORP LTD,GLE
GEMLIFE COMMUNITIES,GLF
GEMLIFE COMMUNITIES GROUP,GLF
GLF,GLF
GLH,GLH
GLOBAL HEALTH,GLH
GLOBAL HEALTH LTD,GLH
GLIN,GLIN
ISHARES FTSE GBL INFRASTRUCTURE (AUD HEDGED) ETF,GLIN
ISHARES FTSE GBL INFRASTRUCTURE AUD HEDGED,GLIN
GALILEE ENERGY,GLL
GALILEE ENERGY LTD,GLL
GLL,GLL
GALAN LITHIUM,GLN
GALAN LITHIUM LTD,GLN
GLN,GLN
BARROW HANLEY GLOBAL SHARE ACTIVE,GLOB
BARROW HANLEY GLOBAL SHARE ACTIVE ETF,GLOB
GLOB,GLOB
GLPR,GLPR
ISHARES FTSE GBL PROPERTY EX AUS (AUD HEDGED) ETF,GLPR
ISHARES FTSE GBL PROPERTY EX AUS AUD HEDGED,GLPR
GENESIS MINERALS,GMD
GENESIS MINERALS LTD,GMD
GMD,GMD
GMG,GMG
GOODMAN,GMG
GOODMAN GROUP,GMG
GATEWAY MINING,GML
GATEWAY MINING LTD,GML
GML,GML
GMN,GMN
GOLD MOUNTAIN,GMN
GOLD MOUNTAIN LTD,GMN
GMNDA,GMNDA
ORDINARY FULLY PAID DEFERRED SETTLEMENT,GMNDA
GLOBAL X GREEN METAL MINERS,GMTL
GLOBAL X GREEN METAL MINERS ETF,GMTL
GMTL,GMTL
GMVW,GMVW
VANECK GEARED AUSTRALIAN EQUAL WEIGHT COMPLEX,GMVW
VANECK GEARED AUSTRALIAN EQUAL WEIGHT COMPLEX ETF,GMVW
GNC,GNC
GRAINCORP,GNC
GRAINCORP LTD,GNC
BETASHARES WEALTHBUILDER NASDAQ GEARED COMPLEX,GNDQ
BETASHARES WEALTHBUILDER NASDAQ GEARED COMPLEX ETF,GNDQ
GNDQ,GNDQ
GENESIS ENERGY,GNE
GENESIS ENERGY LTD,GNE
GNE,GNE
GNG,GNG
GR ENGINEERING SERVICES,GNG
GR ENGINEERING SERVICES LTD,GNG
GNM,GNM
GREAT NORTHERN MINERALS,GNM
GREAT NORTHERN MINERALS LTD,GNM
GENUSPLUS,GNP
GENUSPLUS GROUP LTD,GNP
GNP,GNP
GOAT,GOAT
VANECK MORNINGSTAR INTERNATIONAL WIDE MOAT,GOAT
VANECK MORNINGSTAR INTERNATIONAL WIDE MOAT ETF,GOAT
GLOBAL X PHYSICAL GOLD STRUCTURED,GOLD
GOLD,GOLD
GOOD,GOOD
JANUS HENDERSON SUSTAINABLE CREDIT ACTIVE,GOOD
JANUS HENDERSON SUSTAINABLE CREDIT ACTIVE ETF,GOOD
GOLD ROAD RESOURCES,GOR
GOLD ROAD RESOURCES LTD,GOR
GOR,GOR
GOVT,GOVT
SPDR S AND P ASX AUSTRALIAN GOVERNMENT BOND,GOVT
SPDR S&P/ASX AUSTRALIAN GOVERNMENT BOND ETF,GOVT
GOW,GOW
GOWING BROS,GOW
GOWING BROS LTD,GOW
GOZ,GOZ
GROWTHPOINT PROPERTIES AUSTRALIA,GOZ
GPEQ,GPEQ
VANECK GLOBAL LISTED PRIVATE EQUITY,GPEQ
VANECK GLOBAL LISTED PRIVATE EQUITY ETF,GPEQ
GEOPACIFIC RESOURCES,GPR
GEOPACIFIC RESOURCES LTD,GPR
GPR,GPR
GPT,GPT
GPT GROUP,GPT
GQG,GQG
GQG PARTNERS,GQG
GQG PARTNERS INC,GQG
GR,GR8
GR8,GR8
GREAT DIRT RESOURCES,GR8
GREAT DIRT RESOURCES LTD,GR8
GRE,GRE
GREENTECH METALS,GRE
GREENTECH METALS LTD,GRE
GRIN,GRIN
VANECK INDIA GROWTH LEADERS,GRIN
VANECK INDIA GROWTH LEADERS ETF,GRIN
GODOLPHIN RESOURCES,GRL
GODOLPHIN RESOURCES LTD,GRL
GRL,GRL
GRNV,GRNV
VANECK MSCI AUSTRALIAN SUSTAINABLE EQUITY,GRNV
VANECK MSCI AUSTRALIAN SUSTAINABLE EQUITY ETF,GRNV
GROW,GROW
SCHRODER REAL RETURN ACTIVE,GROW
SCHRODER REAL RETURN ACTIVE ETF,GROW
GRANGE RESOURCES,GRR
GRANGE RESOURCES LTD,GRR
GRR,GRR
GREENVALE ENERGY,GRV
GREENVALE ENERGY LTD,GRV
GRV,GRV
GREENX METALS,GRX
GREENX METALS LTD,GRX
GRX,GRX
GOLDEN STATE MINING,GSM
GOLDEN STATE MINING LTD,GSM
GSM,GSM
GREAT SOUTHERN MINING,GSN
GREAT SOUTHERN MINING LTD,GSN
GSN,GSN
GENETIC SIGNATURES,GSS
GENETIC SIGNATURES LTD,GSS
GSS,GSS
GREEN TECHNOLOGY METALS,GT1
GREEN TECHNOLOGY METALS LTD,GT1
GT,GT1
GT1,GT1
GREEN360 TECHNOLOGIES,GT3
GREEN360 TECHNOLOGIES LTD,GT3
GT,GT3
GT3,GT3
GREAT WESTERN EXPLORATION,GTE
GREAT WESTERN EXPLORATION LTD,GTE
GTE,GTE
GENETIC TECHNOLOGIES,GTG
GENETIC TECHNOLOGIES LTD,GTG
GTG,GTG
GATHID,GTH
GATHID LTD,GTH
GTH,GTH
GRATIFII,GTI
GRATIFII LTD,GTI
GTI,GTI
GENTRACK,GTK
GENTRACK GROUP LTD,GTK
GTK,GTK
GTN,GTN
GTN LTD,GTN
GTI ENERGY,GTR
GTI ENERGY LTD,GTR
GTR,GTR
GTRDA,GTRDA
ORDINARY FULLY PAID DEFERRED SETTLEMENT,GTRDA
GLOBAL URANIUM AND ENRICHMENT,GUE
GLOBAL URANIUM AND ENRICHMENT LTD,GUE
GUE,GUE
GUL,GUL
GULLEWA,GUL
GULLEWA LTD,GUL
GUM,GUM
GUMTREE AUSTRALIA MARKETS,GUM
GUMTREE AUSTRALIA MARKETS LTD,GUM
GVF,GVF
STAUDE CAPITAL GLOBAL VALUE,GVF
STAUDE CAPITAL GLOBAL VALUE FUND LTD,GVF
GREENWING RESOURCES,GW1
GREENWING RESOURCES LTD,GW1
GW,GW1
GW1,GW1
GWA,GWA
GWA GROUP LTD,GWA
GWR,GWR
GWR GROUP LTD,GWR
GLOBAL X ARTIFICIAL INTELLIGENCE,GXAI
GLOBAL X ARTIFICIAL INTELLIGENCE ETF,GXAI
GXAI,GXAI
GLOBAL X GOLD BULLION,GXLD
GLOBAL X GOLD BULLION ETF,GXLD
GXLD,GXLD
GUZMAN Y GOMEZ,GYG
GUZMAN Y GOMEZ LTD,GYG
GYG,GYG
BETASHARES FTSE 100 CURRENCY HEDGED,H100
BETASHARES FTSE 100 CURRENCY HEDGED ETF,H100
H,H100
H100,H100
GREENHY2,H2G
GREENHY2 LTD,H2G
H2G,H2G
HG,H2G
BETASHARES GLOBAL CYBERSECURITY,HACK
BETASHARES GLOBAL CYBERSECURITY ETF,HACK
HACK,HACK
HAL,HAL
HALO TECHNOLOGIES,HAL
HALO TECHNOLOGIES HOLDINGS LTD,HAL
HAR,HAR
HARANGA RESOURCES,HAR
HARANGA RESOURCES LTD,HAR
HAS,HAS
HASTINGS TECHNOLOGY METALS,HAS
HASTINGS TECHNOLOGY METALS LTD,HAS
HAV,HAV
HAVILAH RESOURCES,HAV
HAVILAH RESOURCES LTD,HAV
HAW,HAW
HAWTHORN RESOURCES,HAW
HAWTHORN RESOURCES LTD,HAW
BETASHARES AUSTRALIAN HYBRIDS ACTIVE,HBRD
BETASHARES AUSTRALIAN HYBRIDS ACTIVE ETF,HBRD
HBRD,HBRD
HCD,HCD
HYDROCARBON DYNAMICS,HCD
HYDROCARBON DYNAMICS LTD,HCD
H AND G HIGH CONVICTION,HCF
H&G HIGH CONVICTION LTD,HCF
HCF,HCF
HCH,HCH
HOT CHILI,HCH
HOT CHILI LTD,HCH
HCL,HCL
HIGHCOM,HCL
HIGHCOM LTD,HCL
BETASHARES INTEREST RATE HEDGED AUS BOND,HCRD
BETASHARES INTEREST RATE HEDGED AUS CORP BOND ETF,HCRD
HCRD,HCRD
HCT,HCT
HOLISTA COLLTECH,HCT
HOLISTA COLLTECH LTD,HCT
HCW,HCW
HEALTHCO HEALTHCARE AND WELLNESS,HCW
HEALTHCO HEALTHCARE AND WELLNESS REIT,HCW
HDN,HDN
HOMECO DAILY NEEDS,HDN
HOMECO DAILY NEEDS REIT,HDN
HE,HE8
HE8,HE8
HELIOS ENERGY,HE8
HELIOS ENERGY LTD,HE8
BETASHARES GLOBAL SUSTAINABILITY LEADERS CH,HETH
BETASHARES GLOBAL SUSTAINABILITY LEADERS CH ETF,HETH
HETH,HETH
BETASHARES EUROPE CURRENCY HEDGED,HEUR
BETASHARES EUROPE CURRENCY HEDGED ETF,HEUR
HEUR,HEUR
HFR,HFR
HIGHFIELD RESOURCES,HFR
HIGHFIELD RESOURCES LTD,HFR
HFY,HFY
HUBIFY,HFY
HUBIFY LTD,HFY
BETASHARES GLOBAL SHARES CURRENCY HEDGED,HGBL
BETASHARES GLOBAL SHARES CURRENCY HEDGED ETF,HGBL
HGBL,HGBL
GLOBAL X HYDROGEN,HGEN
GLOBAL X HYDROGEN ETF,HGEN
HGEN,HGEN
HEARTLAND,HGH
HEARTLAND GROUP HOLDINGS LTD,HGH
HGH,HGH
HGL,HGL
HUDSON INVESTMENT,HGL
HUDSON INVESTMENT GROUP LTD,HGL
HGO,HGO
HILLGROVE RESOURCES,HGO
HILLGROVE RESOURCES LTD,HGO
HEJAZ HIGH INNOVATION ACTIVE,HHIF
HEJAZ HIGH INNOVATION ACTIVE ETF,HHIF
HHIF,HHIF
HARTSHEAD RESOURCES,HHR
HARTSHEAD RESOURCES NL,HHR
HHR,HHR
HAWSONS IRON,HIO
HAWSONS IRON LTD,HIO
HIO,HIO
HIQ,HIQ
HITIQ,HIQ
HITIQ LTD,HIQ
HIT,HIT
HITECH AUSTRALIA,HIT
HITECH GROUP AUSTRALIA LTD,HIT
HEJAZ HIGH INCOME ACTIVE,HJHI
HEJAZ HIGH INCOME ACTIVE ETF,HJHI
HJHI,HJHI
BETASHARES JAPAN CURRENCY HEDGED,HJPN
BETASHARES JAPAN CURRENCY HEDGED ETF,HJPN
HJPN,HJPN
HEJAZ PROPERTY ACTIVE,HJZP
HEJAZ PROPERTY FUND ACTIVE ETF,HJZP
HJZP,HJZP
HELIA,HLI
HELIA GROUP LTD,HLI
HLI,HLI
HELLOWORLD TRAVEL,HLO
HELLOWORLD TRAVEL LTD,HLO
HLO,HLO
HEALIUS,HLS
HEALIUS LTD,HLS
HLS,HLS
HLTH,HLTH
VANECK GLOBAL HEALTHCARE LEADERS,HLTH
VANECK GLOBAL HEALTHCARE LEADERS ETF,HLTH
HELIX RESOURCES,HLX
HELIX RESOURCES LTD,HLX
HLX,HLX
HLXR,HLXR
RIGHTS,HLXR
RIGHTS - APPLICATIONS CLOSE 03-SEP-2025 DEFERRED,HLXR
RIGHTS-APPLICATIONS CLOSE 03-SEP-2025 DEFERRED,HLXR
HEARTS AND MINDS INVESTMENTS,HM1
HEARTS AND MINDS INVESTMENTS LTD,HM1
HM,HM1
HM1,HM1
HMC,HMC
HMC CAPITAL,HMC
HMC CAPITAL LTD,HMC
HERAMED,HMD
HERAMED LTD,HMD
HMD,HMD
HAMELIN GOLD,HMG
HAMELIN GOLD LTD,HMG
HMG,HMG
HIREMII,HMI
HIREMII LTD,HMI
HMI,HMI
HAMMER METALS,HMX
HAMMER METALS LTD,HMX
HMX,HMX
HARMONEY,HMY
HARMONEY CORP LTD,HMY
HMY,HMY
BETASHARES NASDAQ 100 CURRENCY HEDGED,HNDQ
BETASHARES NASDAQ 100 CURRENCY HEDGED ETF,HNDQ
HNDQ,HNDQ
HANCOCK & GORE LTD,HNG
HANCOCK AND GORE,HNG
HNG,HNG
HOR,HOR
HORSESHOE METALS,HOR
HORSESHOE METALS LTD,HOR
HPC,HPC
THE HYDRATION PHARMACEUTICALS,HPC
THE HYDRATION PHARMACEUTICALS COMPANY LTD,HPC
HIPAGES,HPG
HIPAGES GROUP HOLDINGS LTD,HPG
HPG,HPG
HEALTH AND PLANT PROTEIN,HPP
HEALTH AND PLANT PROTEIN GROUP LTD,HPP
HPP,HPP
HIGH PEAK ROYALTIES,HPR
HIGH PEAK ROYALTIES LTD,HPR
HPR,HPR
BETASHARES GLOBAL QUALITY LEADERS CURRENCY HEDGED,HQLT
BETASHARES GLOBAL QUALITY LEADERS CURRENCY HEDGED ETF,HQLT
HQLT,HQLT
BETASHARES S AND P 500 EQUAL WEIGHT CURRENCY HEDGED,HQUS
BETASHARES S&P 500 EQUAL WEIGHT CURRENCY HEDGED ETF,HQUS
HQUS,HQUS
HEAVY RARE EARTHS,HRE
HEAVY RARE EARTHS LTD,HRE
HRE,HRE
HORIZON GOLD,HRN
HORIZON GOLD LTD,HRN
HRN,HRN
HORIZON MINERALS,HRZ
HORIZON MINERALS LTD,HRZ
HRZ,HRZ
HANSEN TECHNOLOGIES,HSN
HANSEN TECHNOLOGIES LTD,HSN
HSN,HSN
HARRIS TECHNOLOGY,HT8
HARRIS TECHNOLOGY GROUP LTD,HT8
HT,HT8
HT8,HT8
HTA,HTA
HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LTD,HTA
HUTCHISON TELECOMMUNICATIONS AUSTRALIA,HTA
HARVEST TECHNOLOGY,HTG
HARVEST TECHNOLOGY GROUP LTD,HTG
HTG,HTG
HIGH-TECH METALS,HTM
HIGH-TECH METALS LTD,HTM
HTM,HTM
HUB,HUB
HUB24,HUB
HUB24 LTD,HUB
HUM,HUM
HUMM,HUM
HUMM GROUP LTD,HUM
HVLU,HVLU
VANECK MSCI INTERNATIONAL VALUE (AUD HEDGED) ETF,HVLU
VANECK MSCI INTERNATIONAL VALUE AUD HEDGED,HVLU
HARVEY NORMAN,HVN
HARVEY NORMAN HOLDINGS LTD,HVN
HVN,HVN
BETASHARES AUSTRALIAN DIVIDEND HARVESTER ACTIVE,HVST
BETASHARES AUSTRALIAN DIVIDEND HARVESTER ACTIVE ETF,HVST
HVST,HVST
HEAVY MINERALS,HVY
HEAVY MINERALS LTD,HVY
HVY,HVY
HAWK RESOURCES,HWK
HAWK RESOURCES LTD,HWK
HWK,HWK
HEXIMA,HXL
HEXIMA LTD,HXL
HXL,HXL
HYD,HYD
HYDRIX,HYD
HYDRIX LTD,HYD
HYGG,HYGG
HYPERION GLOBAL GROWTH COMPANIES,HYGG
HYPERION GLOBAL GROWTH COMPANIES FUND - ACTIVE ETF,HYGG
HYPERION GLOBAL GROWTH COMPANIES-ACTIVE,HYGG
BETASHARES S AND P AUSTRALIAN SHARES HIGH YIELD,HYLD
BETASHARES S&P AUSTRALIAN SHARES HIGH YIELD ETF,HYLD
HYLD,HYLD
HYT,HYT
HYTERRA,HYT
HYTERRA LTD,HYT
HORIZON OIL,HZN
HORIZON OIL LTD,HZN
HZN,HZN
HAZER,HZR
HAZER GROUP LTD,HZR
HZR,HZR
I,I88
I88,I88
INFINI RESOURCES,I88
INFINI RESOURCES LTD,I88
IAA,IAA
ISHARES ASIA 50,IAA
ISHARES ASIA 50 ETF,IAA
IACT,IACT
ISHARES U S FACTOR ROTATION ACTIVE,IACT
ISHARES U.S. FACTOR ROTATION ACTIVE ETF,IACT
ISHARES U.S.FACTOR ROTATION ACTIVE,IACT
IAF,IAF
ISHARES CORE COMPOSITE BOND,IAF
ISHARES CORE COMPOSITE BOND ETF,IAF
IAG,IAG
INSURANCE AUSTRALIA,IAG
INSURANCE AUSTRALIA GROUP LTD,IAG
IAGPE,IAGPE
INSURANCE AUSTRALIA,IAGPE
INSURANCE AUSTRALIA GROUP LTD,IAGPE
IAGPF,IAGPF
INSURANCE AUSTRALIA,IAGPF
INSURANCE AUSTRALIA GROUP LTD,IAGPF
IAM,IAM
INCOME ASSET MANAGEMENT,IAM
INCOME ASSET MANAGEMENT GROUP LTD,IAM
IBAL,IBAL
ISHARES BALANCED ESG,IBAL
ISHARES BALANCED ESG ETF,IBAL
IBC,IBC
IRONBARK CAPITAL,IBC
IRONBARK CAPITAL LTD,IBC
IBTC,IBTC
MONOCHROME BITCOIN,IBTC
MONOCHROME BITCOIN ETF,IBTC
IBX,IBX
IMAGION BIOSYSTEMS,IBX
IMAGION BIOSYSTEMS LTD,IBX
ICE,ICE
ICETANA,ICE
ICETANA LTD,ICE
ICG,ICG
INCA MINERALS,ICG
INCA MINERALS LTD,ICG
ICANDY INTERACTIVE,ICI
ICANDY INTERACTIVE LTD,ICI
ICI,ICI
ICENI GOLD,ICL
ICENI GOLD LTD,ICL
ICL,ICL
ICN,ICN
ICON ENERGY,ICN
ICON ENERGY LTD,ICN
ICOR,ICOR
ISHARES CORE CORPORATE BOND,ICOR
ISHARES CORE CORPORATE BOND ETF,ICOR
ICR,ICR
INTELICARE,ICR
INTELICARE HOLDINGS LTD,ICR
ICU,ICU
INVESTOR CENTRE,ICU
INVESTOR CENTRE LTD,ICU
ID,ID8
ID8,ID8
IDENTITII,ID8
IDENTITII LTD,ID8
IDA,IDA
INDIANA RESOURCES,IDA
INDIANA RESOURCES LTD,IDA
IDT,IDT
IDT AUSTRALIA,IDT
IDT AUSTRALIA LTD,IDT
IDX,IDX
INTEGRAL DIAGNOSTICS,IDX
INTEGRAL DIAGNOSTICS LTD,IDX
IDP EDUCATION,IEL
IDP EDUCATION LTD,IEL
IEL,IEL
IEM,IEM
ISHARES MSCI EMERGING MARKETS,IEM
ISHARES MSCI EMERGING MARKETS ETF,IEM
IEQ,IEQ
INTERNATIONAL EQUITIES,IEQ
INTERNATIONAL EQUITIES CORPORATION LTD,IEQ
IESG,IESG
ISHARES CORE MSCI AUSTRALIA ESG,IESG
ISHARES CORE MSCI AUSTRALIA ESG ETF,IESG
IEU,IEU
ISHARES EUROPE,IEU
ISHARES EUROPE ETF,IEU
IFG,IFG
INFOCUS,IFG
INFOCUS GROUP HOLDINGS LTD,IFG
IFL,IFL
INSIGNIA FINANCIAL,IFL
INSIGNIA FINANCIAL LTD,IFL
IFM,IFM
INFOMEDIA,IFM
INFOMEDIA LTD,IFM
IFRA,IFRA
VANECK FTSE GLOBAL INFRASTRUCTURE (AUD HEDGED) ETF,IFRA
VANECK FTSE GLOBAL INFRASTRUCTURE AUD HEDGED,IFRA
IFT,IFT
INFRATIL,IFT
INFRATIL LTD,IFT
IG,IG6
IG6,IG6
INTERNATIONAL GRAPHITE,IG6
INTERNATIONAL GRAPHITE LTD,IG6
IGB,IGB
ISHARES TREASURY,IGB
ISHARES TREASURY ETF,IGB
IGL,IGL
IVE,IGL
IVE GROUP LTD,IGL
IGN,IGN
IGNITE,IGN
IGNITE LTD,IGN
IGO,IGO
IGO LTD,IGO
IGRO,IGRO
ISHARES HIGH GROWTH ESG,IGRO
ISHARES HIGH GROWTH ESG ETF,IGRO
IHCB,IHCB
ISHARES CORE GLOBAL CORPORATE BOND AUD HEDGED,IHCB
ISHARES CORE GLOBAL CORPORATE BOND(AUD HEDGED) ETF,IHCB
IHD,IHD
ISHARES S AND P ASX DIV OPPORTUNITIES ESG SCREENED,IHD
ISHARES S&P/ASX DIV OPPORTUNITIES ESG SCREENED ETF,IHD
IHEB,IHEB
ISHARES J P MORGAN USD EMERGING MARKETS AUD HEDGED,IHEB
ISHARES J.P. MORGAN USD EMERGING MARKETS (AUD HEDGED) ETF,IHEB
ISHARES J.P.MORGAN USD EMERGING MARKETS AUD HEDGED,IHEB
IHHY,IHHY
ISHARES GLOBAL HIGH YIELD BOND (AUD HEDGED) ETF,IHHY
ISHARES GLOBAL HIGH YIELD BOND AUD HEDGED,IHHY
IHOO,IHOO
ISHARES GLOBAL 100 AUD HEDGED,IHOO
ISHARES GLOBAL 100 AUD HEDGED ETF,IHOO
IHVV,IHVV
ISHARES S AND P 500 AUD HEDGED,IHVV
ISHARES S&P 500 AUD HEDGED ETF,IHVV
IHWL,IHWL
ISHARES CORE MSCI WORLD EX AUS ESG (AUD HED) ETF,IHWL
ISHARES CORE MSCI WORLD EX AUS ESG AUD HED,IHWL
IIGF,IIGF
INTELLIGENT INVESTOR AUS EQ GRTH,IIGF
INTELLIGENT INVESTOR AUS EQ GRTH FUND - ACTIVE ETF,IIGF
INTELLIGENT INVESTOR AUS EQ GRTH-ACTIVE,IIGF
BETASHARES INDIA QUALITY,IIND
BETASHARES INDIA QUALITY ETF,IIND
IIND,IIND
IIQ,IIQ
INOVIQ,IIQ
INOVIQ LTD,IIQ
IISV,IISV
INTELL INVESTOR SELECT VALUE SHR,IISV
INTELL INVESTOR SELECT VALUE SHR FUND - ACTIVE ETF,IISV
INTELL INVESTOR SELECT VALUE SHR-ACTIVE,IISV
IJH,IJH
ISHARES S AND P MID-CAP,IJH
ISHARES S&P MID-CAP ETF,IJH
IJP,IJP
ISHARES MSCI JAPAN,IJP
ISHARES MSCI JAPAN ETF,IJP
IJR,IJR
ISHARES S AND P SMALL-CAP,IJR
ISHARES S&P SMALL-CAP ETF,IJR
IKE,IKE
IKEGPS,IKE
IKEGPS GROUP LTD,IKE
IKO,IKO
ISHARES MSCI SOUTH KOREA,IKO
ISHARES MSCI SOUTH KOREA ETF,IKO
ILA,ILA
ISLAND PHARMACEUTICALS,ILA
