date,open,high,low,close,volume
2022-08-22,30.515840946717248,30.560928675993754,30.01986904472918,30.082992553710938,917311
2022-08-23,29.67719537765475,30.23629077482256,29.32550628201737,29.929689407348633,1427051
2022-08-24,29.956745911737162,31.787334575130533,29.722284212599387,31.778318405151367,3331532
2022-08-25,31.77831874889913,32.61696016496474,31.742247188645706,32.463661193847656,2079301
2022-08-26,32.418578156057244,32.51777324112585,31.68814443507611,32.13001251220703,915846
2022-08-29,31.16511016484865,31.372516437615744,30.705206457431142,30.822437286376953,1009538
2022-08-30,30.795387624376954,31.07493358493191,30.506822054787552,30.975738525390625,1007302
2022-08-31,30.867530132269593,30.939673251280457,30.173168091669673,30.660123825073242,1826093
2022-09-01,30.560927977090476,30.75931810933798,30.227274660106808,30.407629013061523,1211689
2022-09-02,30.587983357881257,31.156098429438035,30.30843734741211,30.30843734741211,813668
2022-09-05,30.209242136952177,30.47075580492541,29.965764250215738,30.317453384399414,878137
2022-09-06,30.16136430799179,30.225634822302613,29.569157926482113,29.59210968017578,886232
2022-09-07,29.500296039348434,29.720651090535732,29.38093501017509,29.601293563842773,1140255
2022-09-08,29.775740945510954,30.253181549156185,29.775740945510954,30.087913513183594,1449580
2022-09-09,29.8767376629254,30.06036919822372,29.775740143387317,29.88591766357422,1239143
2022-09-12,29.702286354488354,30.464356005912215,29.702286354488354,30.31745147705078,604749
2022-09-13,30.52862748932934,30.647988517350544,30.308268937788693,30.363359451293945,853846
2022-09-14,29.555383091039474,29.913466179045763,29.463569070000155,29.784921646118164,1153026
2022-09-15,29.766555252235236,29.766555252235236,29.105486659459412,29.1422119140625,1496419
2022-09-16,29.09630552229136,29.38093281862457,28.738224212721132,28.830039978027344,1939636
2022-09-19,28.66477416031266,28.71986467448701,28.1597900390625,28.1597900390625,812360
2022-09-20,28.1138818849822,28.150607141697797,27.755800562374368,28.022066116333008,1303307
2022-09-21,27.58135217195229,28.031247506156504,27.58135217195229,27.83843421936035,1259094
2022-09-23,27.28754137702674,27.461991160153914,27.021277577639054,27.241634368896484,1541399
2022-09-26,27.067184678361652,27.810890821544696,26.96618890988157,27.49871826171875,1457860
2022-09-27,27.50789855619869,27.97156740055741,27.434446291410392,27.93943214416504,1684665
2022-09-28,27.654807183083204,28.113884314765432,27.388541606112177,28.049612045288086,1779358
2022-09-29,28.42605380444657,28.618867101249702,28.214878754189964,28.24242401123047,1234303
2022-09-30,28.003701896751565,28.306692699683207,27.911886130448625,28.0771541595459,1534644
2022-10-03,28.123063350638105,28.214879124069903,27.88434479145174,28.003704071044922,669413
2022-10-04,28.50868893825986,28.83463502996762,28.269970372875395,28.802499771118164,1362026
2022-10-05,29.335029878381008,29.491114424427884,29.09630955598647,29.261577606201172,1184622
2022-10-06,29.041215809105108,29.335026616393662,28.87594952850794,29.206483840942383,795051
2022-10-07,29.133033285526803,29.160578542861863,28.802498953707158,29.022855758666992,915839
2022-10-10,28.664774566090053,28.710683328551895,28.251606211374817,28.260787963867188,764335
2022-10-11,28.242425351239568,28.393919894049755,28.031250290963406,28.049612045288086,1242796
2022-10-12,27.865980867837834,28.12306292809601,27.737438086468554,27.81089210510254,1022373
2022-10-13,27.636441782083658,27.774164561894608,27.3609944712216,27.535444259643555,899894
2022-10-14,27.81089347790477,28.205698340109652,27.81089347790477,28.049612045288086,784012
2022-10-17,27.86598032653302,28.026656611073197,27.618078272179467,27.957796096801758,909329
2022-10-18,28.196516502140557,28.554597854614258,28.13224598409766,28.554597854614258,886432
2022-10-19,28.554596734996082,28.839224054271718,28.389328694371457,28.50868797302246,934201
2022-10-20,28.29751309587098,28.30669484832223,27.8751629905548,28.08633804321289,1230048
2022-10-21,27.994520728189872,28.453597818028157,27.74661867937957,28.269968032836914,1139265
2022-10-24,28.554595006206103,28.811677052732964,28.471960990896726,28.600502014160156,1352005
2022-10-25,28.73822624295572,29.123851083492536,28.710682737286064,29.004491806030273,844704
2022-10-26,29.289119238020255,29.82164861503007,29.041217178574254,29.601293563842773,1437450
2022-10-27,29.840010352139263,29.840010352139263,29.44520378112793,29.44520378112793,1302952
2022-10-28,29.41766108327569,29.766557153631542,29.390114075893706,29.647199630737305,911295
2022-10-31,29.977735990028634,30.087913513183594,29.739013936965865,30.087913513183594,993084
2022-11-01,30.271546886947164,30.510265451988577,29.93182729104906,30.34499740600586,862424
2022-11-02,30.35417994616794,30.620442009592256,30.25318242099853,30.299089431762695,1013451
2022-11-03,29.573747138016856,29.720651675861692,29.335028577449172,29.638017654418945,792552
2022-11-04,29.56456527808556,29.674742798922484,29.325844981285403,29.555381774902344,784992
2022-11-07,29.69310670798057,29.81246773362943,29.50029516826492,29.65637969970703,530810
2022-11-08,29.51865907245901,29.812468137668652,29.481932063687722,29.75737762451172,592661
2022-11-09,29.913464733536973,30.00527875013956,29.628835678100586,29.628835678100586,744668
2022-11-10,29.683927063364536,29.93182561598503,29.48193201791638,29.840011596679688,672244
2022-11-11,30.758163970097687,30.97852250679561,30.56535243953708,30.785707473754883,1060730
2022-11-14,30.390902124323976,30.44599263632016,29.98691554379273,30.069549560546875,939287
2022-11-15,30.02364281857527,30.758165472649956,29.98691581025146,30.41844940185547,582565
2022-11-16,30.069549717471407,30.133820230562236,29.555382110264492,29.647199630737305,786277
2022-11-17,29.344210755898143,30.0603734956972,28.563780997409218,29.9960994720459,1504463
2022-11-18,29.840012611221894,29.913466631147823,29.013674150697643,29.289119720458984,988715
2022-11-21,29.34420720448778,29.362570708668446,28.85758660238116,28.976945877075195,996908
2022-11-22,29.013674744438866,29.16057928481656,28.68773040492837,29.059581756591797,2095013
2022-11-23,29.26157302572222,29.57374382019043,29.133030256098806,29.57374382019043,656209
2022-11-24,29.26157552186092,29.37175304666243,28.967764702829808,29.16975975036621,734704
2022-11-25,29.353390478889228,29.66556481242994,29.279938209597365,29.39011573791504,632980
2022-11-28,29.33502591265846,29.413068175131574,28.921855842977042,29.08712387084961,1138365
2022-11-29,29.371751168163435,29.371751168163435,28.848403580727023,29.08712387084961,861426
2022-11-30,29.041217750519273,29.665564663220167,28.995310739157848,29.638017654418945,3429013
2022-12-01,29.931826454431757,29.996096970241904,28.921858203860545,29.197303771972656,1039580
2022-12-02,29.252392716980747,29.59210878267473,29.10548818837144,29.555381774902344,1140818
2022-12-05,29.42684054531326,29.537018065383144,29.188122001415152,29.37175178527832,956416
2022-12-06,29.279936464451165,29.31666347252821,28.94022039593919,28.967763900756836,1347311
2022-12-07,28.765773297970583,28.78413680372502,28.224062136896833,28.31587791442871,1392879
2022-12-08,28.407692700709134,28.572960744251628,27.930252075195312,27.930252075195312,1197376
2022-12-09,28.00370177202789,28.132242793535454,27.48035418304414,27.728256225585938,1629975
2022-12-12,27.517080441230522,27.893523518995426,27.517080441230522,27.691530227661133,1117423
2022-12-13,27.81089342686053,28.22406179387204,27.709895897678923,28.132246017456055,927924
2022-12-14,28.23324317047271,28.513280496752262,28.150609147923326,28.3709659576416,1049184
2022-12-15,27.73743652898948,28.5178679207518,27.73743652898948,28.168970108032227,1176738
2022-12-16,28.040428537482992,28.33423758482237,27.893522262573242,27.893522262573242,1938702
2022-12-19,28.09551947616151,28.66477411174368,28.00370370393336,28.24242401123047,1015445
