date,open,high,low,close,volume
2022-08-22,12.542442856018834,12.781802445537634,12.542442856018834,12.561591148376465,154265
2022-08-23,12.303083677928418,12.676484065690659,12.303083677928418,12.54244327545166,223142
2022-08-24,12.666909246179827,13.748814718065915,12.609463455083228,13.423286437988281,653984
2022-08-25,13.20307607603151,13.461584893600648,12.820101064541436,13.193501472473145,520753
2022-08-26,12.925417562894284,13.002012556886909,12.619037586923783,12.7818021774292,483244
2022-08-29,12.437123665565503,12.494570367021025,12.006276600444298,12.121169090270996,409512
2022-08-30,12.1983731035772,12.613348766665847,12.150119862654142,12.420336723327637,374971
2022-08-31,12.458940147942904,12.816012687324102,12.294879667638828,12.69055461883545,376782
2022-09-01,12.603701802421252,12.758111473203966,12.17907428741455,12.17907428741455,269521
2022-09-02,12.304531161980542,12.468591651101946,12.101868258969048,12.33348274230957,309331
2022-09-05,12.121171121048151,12.294881540501587,11.860604111336643,12.17907428741455,262876
2022-09-06,12.18872248766017,12.410686111350254,12.024662017822266,12.024662017822266,379498
2022-09-07,11.957108795427011,12.372084492391942,11.860602305702649,12.072916030883789,377913
2022-09-08,12.410687365559234,12.680905178690745,12.159772139585872,12.623001098632812,418648
2022-09-09,12.429988504255034,12.931819855234767,12.323832102405536,12.661602973937988,474188
2022-09-12,12.989724336549894,13.375748464685683,12.700205780270995,12.806363105773926,338676
2022-09-13,12.864266251765901,13.163435641033207,12.825663838991485,13.047628402709961,373441
2022-09-14,12.594049375122182,12.951121923736316,12.410687223992094,12.806363105773926,475898
2022-09-15,12.777410792898921,12.873917286522325,12.613350305951613,12.758110046386719,468136
2022-09-16,12.72915742462775,12.835314750671387,12.372084874194892,12.835314750671387,1101725
2022-09-19,12.449288953757787,12.70020508345624,12.208023656821752,12.545795440673828,428796
2022-09-20,12.83531428637725,12.864265864999096,12.613349729332183,12.661602973937988,440787
2022-09-21,12.4106873014607,12.680905113196594,12.4106873014607,12.594049453735352,183654
2022-09-23,12.256277141325638,12.410686787144845,11.860602193825398,11.908855438232422,211082
2022-09-26,11.860602673065655,12.082567238165044,11.76409618035216,11.976409912109375,502704
2022-09-27,11.908855136397484,11.908855136397484,11.638638263062631,11.793047904968262,410090
2022-09-28,11.628987446493877,11.7833970886138,11.522830127270883,11.686890602111816,277951
2022-09-29,12.333482080573015,12.333482080573015,11.976409541159427,12.072916030883789,311827
2022-09-30,11.677242342044652,11.908856837997389,11.595212093017116,11.706193923950195,361236
2022-10-03,11.580734745567431,11.966758868944703,11.349120271541068,11.407023429870605,121738
2022-10-04,11.677241845606108,12.072916822792454,11.657940178253527,12.015012741088867,322368
2022-10-05,11.773746697746919,12.58439826965332,11.773746697746919,12.58439826965332,419493
2022-10-06,12.43963951991479,12.709856405179524,12.362434695553437,12.613349914550781,277357
2022-10-07,12.265928323686657,12.507193632240403,12.159771919250488,12.159771919250488,193466
2022-10-10,12.043963739945172,12.140470231337739,11.542132377624512,11.542132377624512,166291
2022-10-11,11.667589722401475,11.870252605434034,11.48422758423418,11.628987312316895,456676
2022-10-12,11.43597748138229,11.696543569935217,11.426326646899604,11.638640403747559,354456
2022-10-13,11.619337268491908,11.860602577987464,11.329818713026414,11.571084022521973,238897
2022-10-14,11.870252325658006,11.947457144007487,11.725492600987206,11.88955307006836,311313
2022-10-17,11.378071776287848,11.706192739189515,11.30086695211735,11.61933708190918,308017
2022-10-18,11.793048885963941,12.48789233233929,11.793048885963941,12.30453109741211,417436
2022-10-19,12.613350255555156,12.613350255555156,11.928156730558236,12.005361557006836,547578
2022-10-20,11.84130225128875,12.121169983403716,11.445626356601805,11.474578857421875,323693
2022-10-21,11.435975928548357,11.638638823395045,10.963095227003345,11.03065013885498,500192
2022-10-24,11.378072200428404,11.561433434579971,11.185060132807246,11.416674613952637,439461
2022-10-25,11.41667515399771,11.571084815398706,11.2429638247445,11.378072738647461,426804
2022-10-26,11.542133070565296,11.638639567751705,11.262265333149712,11.320168495178223,242265
2022-10-27,11.349121506192276,11.551784423101216,11.262265838894985,11.387723922729492,293644
2022-10-28,11.233312978577809,11.407023373055322,11.078902409641868,11.13680648803711,222930
2022-10-31,11.725493781819248,11.783397861589684,11.464927723737594,11.73514461517334,209411
2022-11-01,11.609686188019632,11.966758728027344,11.590385442255103,11.966758728027344,174356
2022-11-02,11.966759135746122,12.02466321572075,11.773747069754242,11.870253562927246,127308
2022-11-03,11.339469115634053,12.034313438291198,11.339469115634053,11.879903793334961,452614
2022-11-04,11.590386078759403,11.82200056277781,11.590386078759403,11.71584415435791,225547
2022-11-07,11.715845300959822,11.966760556359167,11.561434709481606,11.66759204864502,412815
2022-11-08,11.78339720575268,11.976409260321317,11.532481074636415,11.850951194763184,302300
2022-11-09,11.850951720025947,12.053614616394043,11.80269847415657,12.053614616394043,352569
2022-11-10,11.957109515671817,12.024663510335575,11.749621194514102,11.986061096191406,246538
2022-11-11,12.54579661681455,13.395050652087573,12.410687706536745,13.38539981842041,404606
2022-11-14,13.443303664947896,13.530159325724954,13.095881021839665,13.163435935974121,404853
2022-11-15,13.269592537946236,13.29371870169175,13.057278799639935,13.250290870666504,184811
2022-11-16,13.134483435479009,13.26959234339378,13.095881021839665,13.163435935974121,133177
2022-11-17,13.19238815435841,13.462605062906817,13.057279239907112,13.424002647399902,318689
2022-11-18,13.645966718132378,13.732821459519506,13.443303814187447,13.597713470458984,243899
2022-11-21,13.771424562945478,13.819676889455359,13.385399508387504,13.510857582092285,475842
2022-11-22,13.636314812140428,13.636314812140428,13.269591447158291,13.4336519241333,278964
2022-11-23,13.607364075820312,13.607364075820312,13.240640688149597,13.510857582092285,212519
2022-11-24,13.520508855026277,13.520508855026277,13.2502910319459,13.308195114135742,171038
