date,open,high,low,close,volume,ticker
2022-08-22,0.44,0.44,0.41,0.415,356504.0,ART.AX
2022-08-23,0.42,0.425,0.41,0.41,168680.0,ART.AX
2022-08-24,0.41,0.42,0.4,0.41,379122.0,ART.AX
2022-08-25,0.42,0.42,0.405,0.405,99180.0,ART.AX
2022-08-26,0.41,0.42,0.4,0.415,213345.0,ART.AX
2022-08-29,0.41,0.44,0.395,0.435,303439.0,ART.AX
2022-08-30,0.445,0.455,0.41,0.42,576088.0,ART.AX
2022-08-31,0.42,0.43,0.41,0.42,131380.0,ART.AX
2022-09-01,0.42,0.44,0.41,0.43,250843.0,ART.AX
2022-09-02,0.43,0.45,0.42,0.43,239932.0,ART.AX
2022-09-05,0.43,0.44,0.42,0.43,175125.0,ART.AX
2022-09-06,0.43,0.43,0.42,0.42,29647.0,ART.AX
2022-09-07,0.42,0.43,0.41,0.41,268539.0,ART.AX
2022-09-08,0.42,0.425,0.41,0.415,106535.0,ART.AX
2022-09-09,0.42,0.425,0.41,0.425,148999.0,ART.AX
2022-09-12,0.42,0.425,0.4125,0.415,134506.0,ART.AX
2022-09-13,0.42,0.425,0.41,0.41,87142.0,ART.AX
2022-09-14,0.4,0.42,0.395,0.4,350584.0,ART.AX
2022-09-15,0.405,0.415,0.4,0.405,152690.0,ART.AX
2022-09-16,0.4,0.4,0.36,0.36,1351852.0,ART.AX
2022-09-19,0.37,0.37,0.34,0.345,413337.0,ART.AX
2022-09-20,0.35,0.37,0.35,0.355,169600.0,ART.AX
2022-09-21,0.365,0.38,0.355,0.355,194197.0,ART.AX
2022-09-23,0.36,0.36,0.34,0.34,306912.0,ART.AX
2022-09-26,0.335,0.35,0.325,0.33,135580.0,ART.AX
2022-09-27,0.345,0.345,0.32,0.34,136918.0,ART.AX
2022-09-28,0.335,0.34,0.305,0.34,331983.0,ART.AX
2022-09-29,0.35,0.35,0.33,0.34,66574.0,ART.AX
2022-09-30,0.35,0.35,0.33,0.33,65957.0,ART.AX
2022-10-03,0.33,0.34,0.305,0.305,153022.0,ART.AX
2022-10-04,0.315,0.34,0.315,0.315,133702.0,ART.AX
2022-10-05,0.32,0.34,0.32,0.335,129792.0,ART.AX
2022-10-06,0.33,0.335,0.315,0.325,258694.0,ART.AX
2022-10-07,0.335,0.36,0.335,0.36,106626.0,ART.AX
2022-10-10,0.36,0.365,0.34,0.355,73161.0,ART.AX
2022-10-11,0.355,0.355,0.33,0.34,34193.0,ART.AX
2022-10-12,0.33,0.345,0.33,0.335,15025.0,ART.AX
2022-10-13,0.34,0.35,0.34,0.35,35768.0,ART.AX
2022-10-14,0.35,0.355,0.335,0.355,167884.0,ART.AX
2022-10-17,0.355,0.355,0.335,0.335,112865.0,ART.AX
2022-10-18,0.34,0.35,0.33,0.345,73563.0,ART.AX
2022-10-19,0.345,0.345,0.33,0.335,61843.0,ART.AX
2022-10-20,0.33,0.34,0.325,0.34,36867.0,ART.AX
2022-10-21,0.34,0.34,0.325,0.335,70518.0,ART.AX
2022-10-24,0.335,0.34,0.33,0.34,88819.0,ART.AX
2022-10-25,0.34,0.34,0.33,0.335,179943.0,ART.AX
2022-10-26,0.34,0.35,0.335,0.35,119186.0,ART.AX
2022-10-27,0.35,0.35,0.34,0.34,55842.0,ART.AX
2022-10-28,0.35,0.36,0.335,0.34,366379.0,ART.AX
2022-10-31,0.335,0.35,0.325,0.33,434129.0,ART.AX
2022-11-01,0.335,0.35,0.33,0.35,362032.0,ART.AX
2022-11-02,0.35,0.37,0.345,0.37,215658.0,ART.AX
2022-11-03,0.37,0.37,0.34,0.345,179616.0,ART.AX
2022-11-04,0.345,0.345,0.335,0.335,30920.0,ART.AX
2022-11-07,0.345,0.35,0.335,0.335,161089.0,ART.AX
2022-11-08,0.35,0.35,0.345,0.345,149783.0,ART.AX
2022-11-09,0.35,0.35,0.33,0.33,115321.0,ART.AX
2022-11-10,0.335,0.34,0.325,0.33,246193.0,ART.AX
2022-11-11,0.345,0.35,0.33,0.34,393448.0,ART.AX
2022-11-14,0.34,0.345,0.33,0.335,195759.0,ART.AX
2022-11-15,0.35,0.35,0.335,0.34,242640.0,ART.AX
2022-11-16,0.34,0.35,0.34,0.35,84356.0,ART.AX
2022-11-17,0.35,0.375,0.35,0.365,411143.0,ART.AX
2022-11-18,0.365,0.37,0.35,0.355,148803.0,ART.AX
2022-11-21,0.36,0.365,0.35,0.35,59097.0,ART.AX
2022-11-22,0.35,0.365,0.35,0.35,107853.0,ART.AX
2022-11-23,0.365,0.38,0.365,0.38,1112864.0,ART.AX
2022-11-24,0.38,0.385,0.375,0.375,230343.0,ART.AX
2022-11-25,0.38,0.38,0.345,0.35,689532.0,ART.AX
2022-11-28,0.36,0.36,0.33,0.345,535698.0,ART.AX
2022-11-29,0.345,0.35,0.335,0.34,206122.0,ART.AX
2022-11-30,0.34,0.35,0.335,0.35,148358.0,ART.AX
2022-12-01,0.35,0.35,0.34,0.345,211754.0,ART.AX
2022-12-02,0.35,0.36,0.345,0.36,330836.0,ART.AX
2022-12-05,0.35,0.36,0.345,0.36,271704.0,ART.AX
2022-12-06,0.36,0.36,0.34,0.34,297535.0,ART.AX
2022-12-07,0.35,0.35,0.34,0.35,105973.0,ART.AX
2022-12-08,0.345,0.35,0.34,0.345,126900.0,ART.AX
2022-12-09,0.345,0.355,0.345,0.35,98034.0,ART.AX
2022-12-12,0.35,0.35,0.33,0.33,105716.0,ART.AX
2022-12-13,0.34,0.345,0.33,0.33,133104.0,ART.AX
2022-12-14,0.345,0.35,0.335,0.335,301571.0,ART.AX
2022-12-15,0.34,0.34,0.33,0.33,54038.0,ART.AX
2022-12-16,0.33,0.335,0.33,0.335,82177.0,ART.AX
2022-12-19,0.34,0.34,0.33,0.335,185608.0,ART.AX
2022-12-20,0.335,0.34,0.33,0.34,69824.0,ART.AX
2022-12-21,0.34,0.34,0.33,0.33,53043.0,ART.AX
2022-12-22,0.325,0.34,0.325,0.34,144035.0,ART.AX
