date,open,high,low,close,close,volume
2024-05-23,120.72,121.0,120.23,120.73,115.1499,1595049
2024-05-24,119.02,119.5,118.08,118.87,113.3759,1902826
2024-05-27,119.73,120.33,119.73,120.1,114.549,1111552
2024-05-28,120.09,120.33,119.51,120.31,114.7493,1699877
2024-05-29,119.38,119.49,117.89,118.34,112.8704,1768394
2024-05-30,117.1,118.42,116.64,117.99,112.5366,1338969
2024-05-31,118.8,119.54,118.53,119.54,114.0149,3510828
2024-06-03,120.34,121.29,120.22,121.29,115.684,1686338
2024-06-04,121.15,122.49,121.05,122.46,116.7999,2233217
2024-06-05,123.17,123.95,122.82,123.47,117.7633,2393056
2024-06-06,124.5,125.97,124.21,124.85,119.0795,2636640
2024-06-07,125.0,125.55,124.08,125.55,119.7471,1414714
2024-06-11,124.05,125.03,123.72,124.93,119.1558,2514626
2024-06-12,124.35,124.595,123.4,124.1,118.3641,2115977
2024-06-13,125.33,125.69,124.9,125.48,119.6804,2611093
2024-06-14,125.36,125.6,124.85,125.31,119.5182,1642962
2024-06-17,124.99,125.6,124.76,125.49,119.6899,1535986
2024-06-18,126.58,127.99,126.2,127.98,122.0648,2256695
2024-06-19,127.79,127.88,126.77,126.94,121.0729,2137151
2024-06-20,126.65,127.84,126.53,127.75,121.8454,3551199
2024-06-21,128.0,128.25,125.9,127.68,121.7787,7188308
2024-06-24,127.6,127.99,126.8,126.8,120.9394,1774664
2024-06-25,128.11,128.68,127.51,128.63,122.6848,2092832
2024-06-26,127.64,128.09,126.635,126.9,121.0347,1908027
2024-06-27,125.0,126.2,124.35,126.2,120.3671,2119011
2024-06-28,127.0,127.61,126.27,127.38,121.4925,2303383
2024-07-01,126.44,126.53,125.43,126.2,120.3671,1608121
2024-07-02,125.8,126.2,125.4,125.66,119.852,1534926
2024-07-03,126.23,126.44,124.8,125.38,119.585,1441307
2024-07-04,126.51,127.86,126.19,127.86,121.9504,1394064
2024-07-05,127.58,127.85,126.65,127.1,121.2255,1104669
2024-07-08,126.9,127.17,126.09,126.47,120.6246,1027669
2024-07-09,127.5,128.97,126.98,128.69,122.742,1784311
2024-07-10,128.0,128.54,127.26,128.54,122.5989,1257112
2024-07-11,130.17,130.3,129.3,129.92,123.9152,1598054
2024-07-12,130.8,131.84,129.89,131.66,125.5747,1977025
2024-07-15,132.75,133.3,131.9,132.69,126.5571,1364623
2024-07-16,132.43,133.08,132.02,132.44,126.3187,1732649
2024-07-17,132.5,134.25,132.0,133.5,127.3297,1983965
2024-07-18,133.24,134.0,131.91,132.66,126.5285,2073779
2024-07-19,130.86,131.63,130.4,131.63,125.5461,4022762
2024-07-22,130.51,131.68,130.18,131.68,125.5938,1233216
2024-07-23,132.59,133.31,132.1,133.14,126.9863,1351942
2024-07-24,132.6,133.1,132.27,132.78,126.643,1175867
2024-07-25,131.35,132.6,131.2,132.6,126.4713,1916200
2024-07-26,133.36,133.46,132.53,133.14,126.9863,1901929
2024-07-29,133.83,134.9,133.8,134.9,128.665,1418165
2024-07-30,133.51,135.95,133.29,135.95,129.6664,1937077
2024-07-31,136.34,137.53,135.6,137.49,131.1353,2239782
2024-08-01,138.21,138.24,136.27,136.27,129.9717,1628154
2024-08-02,133.5,134.25,131.66,132.46,126.3378,3856423
2024-08-05,130.6,130.78,124.89,124.89,119.1176,3665974
2024-08-06,125.5,128.42,125.5,127.69,121.7882,2570052
2024-08-07,126.88,128.21,126.73,127.34,121.4544,1843515
2024-08-08,127.35,129.11,126.96,129.11,123.1426,1664806
2024-08-09,130.0,130.23,128.88,129.55,123.5623,1941651
2024-08-12,130.7,131.04,130.15,130.53,124.497,886756
2024-08-13,130.43,132.52,130.23,132.52,126.395,1466798
2024-08-14,134.5,134.59,132.71,134.21,128.0069,1734568
2024-08-15,134.0,136.09,133.94,134.9,128.665,2248327
2024-08-16,137.04,138.13,136.54,138.13,131.7457,4487867
2024-08-19,137.72,139.25,137.37,139.25,132.8139,1937287
2024-08-20,140.25,141.34,139.025,139.6,133.1477,1651316
2024-08-21,138.22,138.37,135.65,136.03,132.1086,3623240
2024-08-22,136.95,136.99,135.98,136.46,132.5262,1565951
2024-08-23,136.4,136.8,135.85,136.8,132.8564,1745817
2024-08-26,137.51,139.29,137.18,138.81,134.8084,1888745
2024-08-27,138.34,138.49,136.8,137.43,133.4682,2163558
2024-08-28,136.95,138.57,136.2,138.57,134.5754,2608279
2024-08-29,138.35,139.33,138.03,138.8,134.7987,2115830
2024-08-30,139.45,139.88,139.0,139.5,135.4786,4471077
2024-09-02,139.35,141.87,138.67,141.77,137.6831,1918778
2024-09-03,141.64,143.38,141.45,143.38,139.2467,1892624
2024-09-04,141.5,141.57,139.045,139.94,135.9059,2239798
2024-09-05,140.63,141.85,140.34,141.35,137.2752,1593873
2024-09-06,141.78,144.25,141.4,143.47,139.3341,2812987
2024-09-09,140.87,143.0,140.5,142.95,138.8291,1988596
2024-09-10,144.06,145.24,143.19,143.77,139.6255,2044486
2024-09-11,143.4,143.49,140.79,141.05,136.9839,2651684
2024-09-12,141.96,143.07,141.66,142.96,138.8388,2511911
2024-09-13,143.4,143.58,140.94,141.65,137.5666,2005424
2024-09-16,142.05,143.12,141.85,142.99,138.868,1769457
2024-09-17,144.0,144.0,143.03,143.04,138.9165,1692853
2024-09-18,142.65,143.75,142.36,143.32,139.1884,1728991
2024-09-19,144.5,145.0,143.18,144.02,139.8683,3454739
2024-09-20,144.5,144.83,143.57,144.5,140.3344,6419518
2024-09-23,143.55,143.79,142.31,142.39,138.2852,1459099
2024-09-24,142.51,142.89,138.06,138.06,134.0801,3339377
2024-09-25,138.0,138.44,134.5,134.89,131.0015,3813862
2024-09-26,135.99,136.49,133.42,134.35,130.477,2993957
2024-09-27,134.3,134.5,133.0,134.16,130.2925,2166185
2024-09-30,134.5,136.11,134.32,135.39,131.487,3416736
2024-10-01,135.0,135.0,132.68,133.34,129.4961,1861579
2024-10-02,132.16,134.19,132.1,134.19,130.3216,2366533
2024-10-03,135.4,135.4,134.25,134.61,130.7295,1851459
2024-10-04,133.1,133.5,132.52,132.74,128.9134,1502412
2024-10-07,133.82,135.08,133.13,134.77,130.8849,934904
2024-10-08,134.37,136.03,133.51,134.97,131.0791,1587040
2024-10-09,136.48,136.575,135.6,135.63,131.7201,1218703
2024-10-10,136.66,136.95,135.82,136.19,132.264,1622621
2024-10-11,135.88,136.07,134.88,135.64,131.7298,1423248
2024-10-14,136.9,137.2,136.03,136.82,132.8758,1020864
2024-10-15,138.41,139.69,137.95,139.29,135.2746,1849572
2024-10-16,138.9,140.27,138.4,139.8,135.7699,1708261
2024-10-17,141.3,142.0,140.35,142.0,137.9065,3271793
2024-10-18,141.9,142.85,141.46,142.85,138.732,3075255
2024-10-21,143.5,144.45,143.1,144.45,140.2859,1753172
2024-10-22,143.11,143.92,141.01,141.23,137.1587,1577016
2024-10-23,140.66,141.93,140.57,141.78,137.6928,741238
2024-10-24,141.76,144.0,141.36,143.43,139.2953,1337219
2024-10-25,143.77,144.17,142.83,144.02,139.8683,1271615
2024-10-28,144.0,144.12,142.23,142.86,138.7417,1013407
2024-10-29,143.4,144.48,142.99,144.17,140.0139,1941541
2024-10-30,144.0,144.0,141.8,142.93,138.8097,1231647
2024-10-31,142.23,143.65,141.65,142.75,138.6349,2175927
2024-11-01,141.65,142.22,140.4,142.09,137.9939,1495906
2024-11-04,142.89,144.44,141.03,144.35,140.1887,1396336
2024-11-05,144.35,144.4,142.8,143.85,139.7032,1165546
2024-11-06,144.5,145.6,144.32,145.46,141.2667,1384689
2024-11-07,145.99,147.26,143.9,147.26,143.0149,1775473
2024-11-08,148.41,149.73,147.41,149.32,145.0155,1953987
2024-11-11,149.3,150.345,148.86,149.79,145.4719,2056899
2024-11-12,150.6,150.85,148.75,150.25,145.9187,1574831
2024-11-13,148.05,149.62,147.65,149.62,145.3068,1812592
2024-11-14,150.89,152.84,150.43,152.84,148.434,1822727
2024-11-15,154.0,155.13,152.53,155.13,150.658,2493400
2024-11-18,153.38,153.89,152.05,153.02,148.6088,2012422
2024-11-19,153.0,157.28,152.42,155.61,151.1241,2361297
2024-11-20,155.61,156.89,155.14,156.38,151.8719,1749644
2024-11-21,156.67,157.05,154.88,156.24,151.736,1859501
2024-11-22,157.01,159.16,156.64,159.03,154.4456,3988790
2024-11-25,160.0,160.27,158.34,160.14,155.5236,3945712
2024-11-26,160.0,160.0,154.1,154.46,150.0073,2006021
2024-11-27,156.0,157.8,155.895,157.57,153.0276,1932684
2024-11-28,158.53,159.45,158.04,158.58,154.0085,1379244
2024-11-29,157.0,158.58,156.51,158.58,154.0085,2141565
2024-12-02,159.5,159.5,157.58,158.19,153.6298,1160349
2024-12-03,158.51,159.19,157.78,157.78,153.2316,1926463
2024-12-04,156.78,157.32,156.14,156.93,152.4061,1233214
2024-12-05,158.25,158.4,157.68,157.99,153.4355,1357790
2024-12-06,158.68,158.98,157.06,157.06,152.5323,1645382
2024-12-09,157.0,159.38,155.92,159.38,154.7855,1679852
2024-12-10,158.3,158.35,155.45,157.63,153.0859,2413796
2024-12-11,157.92,158.12,156.41,157.52,152.9791,1478648
2024-12-12,157.69,158.53,157.12,157.52,152.9791,1065886
2024-12-13,157.0,158.28,156.3,158.21,153.6492,1347793
2024-12-16,158.3,158.93,157.63,158.64,154.0668,1709323
2024-12-17,158.61,161.295,158.0,161.13,156.485,2381043
2024-12-18,161.1,161.37,159.03,159.73,155.1254,1827986
2024-12-19,157.0,157.445,155.5,155.99,151.4932,3458022
2024-12-20,155.57,155.73,150.26,150.26,145.9284,7340421
2024-12-23,151.99,154.68,151.51,154.68,150.221,1324530
2024-12-24,154.38,155.47,153.87,155.12,150.6483,679055
2024-12-27,155.65,156.21,154.72,156.21,151.7069,1175643
2024-12-30,155.42,155.73,154.07,155.08,150.6094,817557
2024-12-31,154.09,154.43,153.25,153.25,148.8322,853239
2025-01-02,153.25,153.98,152.5,153.57,149.143,878386
2025-01-03,154.53,155.655,153.6,155.03,150.5609,888021
2025-01-06,156.0,156.755,155.24,156.02,151.5223,1032059
2025-01-07,156.5,157.66,155.97,157.11,152.5809,1035090
2025-01-08,156.5,161.7,155.84,159.75,155.1448,2260821
2025-01-09,158.13,159.29,157.97,158.79,154.2125,1243612
2025-01-10,159.5,159.8,155.57,156.05,151.5515,1887834
2025-01-13,153.63,154.42,151.24,152.76,148.3563,1493414
2025-01-14,154.36,154.5,151.0,151.96,147.5794,1203687
2025-01-15,154.33,154.33,151.27,151.27,146.9093,1189652
2025-01-16,154.3,155.8,153.88,155.75,151.2601,2662759
2025-01-17,155.15,155.6,153.39,153.9,149.4634,3930360
2025-01-20,154.69,155.48,153.35,155.06,150.59,887899
2025-01-21,155.0,157.96,154.73,156.2,151.6971,1191280
2025-01-22,157.25,158.45,156.7,157.75,153.2025,1263536
2025-01-23,157.97,158.0,156.4,157.85,153.2996,1088333
2025-01-24,158.7,159.46,158.5,158.65,154.0765,1821566
2025-01-28,159.67,160.37,159.18,159.28,154.6883,1619685
2025-01-29,160.68,160.78,159.09,159.09,154.5038,1318566
2025-01-30,159.35,160.61,158.82,160.61,155.98,1206445
2025-01-31,160.61,161.425,159.84,160.56,155.9315,2896059
2025-02-03,156.5,159.29,156.17,158.13,153.5715,1299935
2025-02-04,159.6,159.69,157.7,157.7,153.1539,1174484
2025-02-05,158.31,159.07,157.65,158.57,153.9988,1594857
2025-02-06,159.98,162.64,159.82,162.64,157.9515,2051681
2025-02-07,161.64,162.975,161.13,162.67,157.9806,1676158
2025-02-10,160.91,162.84,160.33,162.83,158.136,1431527
2025-02-11,162.02,163.03,161.61,162.16,157.4853,1530120
2025-02-12,161.24,165.98,159.81,165.98,161.1952,2199814
2025-02-13,165.77,167.61,164.61,166.72,161.9139,1843099
2025-02-14,167.92,167.92,165.0,165.44,160.6708,2390053
2025-02-17,164.99,165.14,162.02,164.97,160.2143,1976104
2025-02-18,165.0,165.45,162.2,162.6,157.9126,2577577
2025-02-19,158.75,160.73,156.59,158.94,156.5241,3262757
2025-02-20,159.04,159.37,155.73,155.73,153.3629,2747437
2025-02-21,156.0,156.12,151.42,151.73,149.4237,3845525
2025-02-24,149.9,156.23,148.98,156.23,153.8553,2875480
2025-02-25,155.94,156.455,152.99,154.27,151.9251,1762476
2025-02-26,154.5,156.6,153.45,156.26,153.8848,1504902
2025-02-27,155.9,156.29,154.8,156.29,153.9144,1580374
2025-02-28,155.9,157.68,154.66,156.74,154.3575,5342538
2025-03-03,158.4,158.4,155.29,157.13,154.7416,1846285
2025-03-04,157.32,157.76,155.685,157.76,155.362,1467357
2025-03-05,156.36,156.98,154.4,156.39,154.0128,1730411
2025-03-06,156.44,156.88,153.59,153.59,151.2554,2374229
2025-03-07,150.88,150.96,147.22,148.5,146.2428,2627604
2025-03-10,149.2,149.58,147.41,148.14,145.8882,1456710
2025-03-11,145.69,148.13,144.4,146.92,144.6868,2523185
2025-03-12,145.75,145.84,142.98,144.8,142.599,2922633
2025-03-13,145.01,145.57,143.67,144.0,141.8112,2669521
2025-03-14,142.57,144.03,141.41,142.36,140.1961,2741381
2025-03-17,143.89,144.66,143.285,144.66,142.4611,1734195
2025-03-18,145.39,146.5,143.54,144.2,142.0081,1552183
2025-03-19,142.89,144.47,142.54,142.77,140.5999,1612901
2025-03-20,143.91,146.0,143.68,145.93,143.7118,3402826
2025-03-21,145.7,146.95,145.2,145.6,143.3868,6482426
2025-03-24,146.75,147.85,146.29,147.63,145.386,1308316
2025-03-25,148.45,149.77,147.9,148.63,146.3708,1599602
2025-03-26,149.9,151.17,149.39,150.23,147.9465,2043159
2025-03-27,149.23,150.04,148.38,150.04,147.7594,1722640
2025-03-28,149.6,150.43,148.61,150.43,148.1434,1796660
2025-03-31,149.5,151.1,147.94,150.93,148.6358,2709628
2025-04-01,151.01,153.23,150.41,153.23,150.9009,2083216
2025-04-02,154.54,154.84,153.22,154.82,152.4667,2165184
2025-04-03,151.82,156.37,151.51,156.37,153.9931,2343479
2025-04-04,153.69,156.2,153.26,154.0,151.6592,3504025
2025-04-07,144.08,146.81,140.21,144.41,142.2149,3875755
2025-04-08,146.52,148.46,144.23,148.46,146.2034,3194841
2025-04-09,145.01,150.22,145.01,149.14,146.873,2796441
2025-04-10,157.02,157.44,153.45,154.53,152.1811,2785178
2025-04-11,150.75,155.5,149.28,154.68,152.3288,4265891
2025-04-14,155.39,157.63,154.9,157.29,154.8992,2071894
2025-04-15,157.89,160.47,157.39,158.04,155.6378,1901913
2025-04-16,158.08,160.0,157.79,159.32,156.8983,2008112
2025-04-17,159.72,161.25,159.05,161.25,158.799,1964171
2025-04-22,159.8,168.0,159.31,168.0,165.4464,5974009
2025-04-23,168.42,168.7,163.77,163.77,161.2807,2891637
2025-04-24,165.02,165.98,163.4,164.72,162.2162,1863637
2025-04-28,166.52,166.54,162.5,162.85,160.3746,2730886
2025-04-29,162.75,163.95,162.47,162.98,160.5027,1617274
2025-04-30,163.67,166.6,163.25,166.6,164.0676,3925047
2025-05-01,166.57,168.28,165.94,167.25,164.7078,1809325
2025-05-02,167.63,169.75,167.52,169.66,167.0811,2436302
2025-05-05,169.28,169.49,165.47,166.93,164.3926,1826786
2025-05-06,166.08,167.0,165.65,166.74,164.2055,1208101
2025-05-07,167.1,168.12,165.96,165.96,163.4374,3183649
2025-05-08,164.9,166.0,164.1,165.51,162.9942,2728312
2025-05-09,165.59,167.64,165.09,167.04,164.501,1823621
2025-05-12,168.3,168.81,166.99,167.18,164.6388,1165001
2025-05-13,167.59,168.0,165.25,166.14,163.6146,1415682
2025-05-14,167.27,167.81,166.35,167.5,164.954,1954555
2025-05-15,168.97,169.74,166.62,169.74,167.1599,2752729
2025-05-16,172.71,172.92,168.78,169.66,167.0811,3762751
2025-05-19,169.66,171.64,169.49,171.36,168.7553,1535720
2025-05-20,173.0,173.54,171.32,172.43,169.809,1796398
2025-05-21,173.1,176.46,172.77,174.98,172.3203,2582355
2025-05-22,173.48,173.94,171.98,172.72,170.0946,1853995
2025-05-23,172.72,174.75,172.29,173.84,171.1976,1672870
2025-05-26,173.5,174.12,172.65,173.88,171.237,765883
2025-05-27,174.4,175.5,173.38,175.34,172.6748,1236086
2025-05-28,175.94,176.64,173.79,173.79,171.1484,1440731
2025-05-29,174.49,175.27,172.565,174.44,171.7885,1156865
2025-05-30,174.25,176.46,173.96,175.95,173.2755,5011347
2025-06-02,175.9,176.42,175.2,176.42,173.7384,1055676
2025-06-03,177.82,178.64,176.72,178.64,175.9246,1701236
2025-06-04,179.04,181.39,178.3,181.1,178.3472,2142069
2025-06-05,181.2,182.0,179.61,181.34,178.5836,1689652
2025-06-06,180.7,181.0,179.0,179.9,177.1655,1820710
2025-06-10,180.0,182.25,178.55,182.0,179.2336,2839373
2025-06-11,182.65,183.19,181.11,181.4,178.6427,1412451
2025-06-12,182.01,182.8,180.53,180.53,177.7859,1817457
2025-06-13,180.53,181.48,178.82,179.35,176.6238,1725793
2025-06-16,178.5,179.68,178.23,179.41,176.6829,1159837
2025-06-17,179.0,179.49,178.02,179.14,176.417,1402425
2025-06-18,178.92,181.3,178.3,180.18,177.4412,1798143
2025-06-19,180.88,183.31,180.16,182.85,180.0706,2085226
2025-06-20,182.51,183.0,180.13,182.53,179.7555,6388012
2025-06-23,182.0,184.41,180.83,184.35,181.5478,1407371
2025-06-24,185.19,188.6,184.95,188.13,185.2704,2243842
2025-06-25,189.84,192.0,189.02,191.4,188.4907,2247175
2025-06-26,190.49,191.88,190.26,190.71,187.8112,1926397
2025-06-27,190.5,191.06,185.36,185.36,182.5425,2059721
2025-06-30,185.36,186.83,183.41,184.75,181.9418,2762322
2025-07-01,184.21,184.31,181.4,182.58,179.8047,2968299
2025-07-02,183.0,183.85,180.51,183.67,180.8782,3202955
2025-07-03,182.41,182.41,179.58,179.69,176.9587,1989031
2025-07-04,179.51,180.49,176.44,178.0,175.2944,2022811
2025-07-07,177.57,179.015,176.98,177.81,175.1072,1233379
2025-07-08,177.08,179.9,176.84,179.28,176.5549,2169151
2025-07-09,178.3,180.0,177.03,178.9,176.1807,1361633
2025-07-10,179.48,181.59,179.0,180.37,177.6283,1506974
2025-07-11,180.57,180.74,178.41,179.42,176.6928,1396922
2025-07-14,179.1,180.32,178.12,178.72,176.0034,897592
2025-07-15,179.5,180.4,178.85,179.76,177.0276,1012788
2025-07-16,178.0,178.8,177.165,177.57,174.8709,1592632
2025-07-17,178.5,180.8,178.0,180.8,178.0518,2856557
2025-07-18,180.48,183.47,180.0,182.46,179.6866,3632614
2025-07-21,181.5,181.6,176.9,177.87,175.1663,1341894
2025-07-22,177.89,177.99,171.55,172.42,169.7992,2384136
2025-07-23,172.59,173.85,170.67,173.3,170.6658,2172774
2025-07-24,173.97,174.74,172.26,173.47,170.8332,1622393
2025-07-25,173.4,173.61,170.97,172.87,170.2423,1626092
2025-07-28,172.5,174.9,171.6,174.9,172.2415,1249203
2025-07-29,173.88,174.64,172.53,174.29,171.6408,1313893
2025-07-30,173.97,177.6,173.25,176.99,174.2997,1817808
2025-07-31,177.11,178.19,176.11,177.91,175.2057,1918660
2025-08-01,176.0,176.86,174.62,175.06,172.399,1725512
2025-08-04,174.0,174.93,173.43,174.93,172.271,1178894
2025-08-05,175.68,177.635,175.06,177.34,174.6444,1356835
2025-08-06,177.6,179.86,177.45,179.08,176.3579,1244593
2025-08-07,179.3,179.54,177.63,178.13,175.4224,1188987
2025-08-08,176.93,177.98,176.2,176.61,173.9255,1239266
2025-08-11,177.1,178.6,176.65,178.6,175.8852,1129524
2025-08-12,178.6,180.0,178.055,178.8,176.0822,1888777
2025-08-13,176.88,177.7,167.43,169.12,166.5493,4412606
2025-08-14,167.12,168.97,166.55,167.21,164.6684,2943953
2025-08-15,166.75,168.73,165.24,168.17,165.6138,3133677
2025-08-18,168.33,170.31,168.12,170.19,167.6031,1664555
2025-08-19,171.2,171.83,170.22,171.05,168.45,2161338
2025-08-20,169.01,174.14,168.96,172.4,172.4,3195377
2025-08-21,174.23,174.4,172.03,173.8,173.8,2274857
2025-08-22,173.67,174.5,172.5,172.84,172.84,3023915
2025-08-25,173.95,174.1,169.3,170.3,170.3,2121993
2025-08-26,170.3,171.76,168.8,169.08,169.08,2527097
